26	28	11	13	10	12
9	4	26	21	19	20
23	7	28	10	1	32
13	4	7	25	6	10
4	30	17	15	31	6
1	10	27	26	21	3
23	19	9	26	1	21
9	8	17	23	14	5
30	18	9	22	5	20
1	17	24	8	2	13
12	11	30	4	5	32
17	2	12	16	27	30
23	13	8	32	17	21
3	21	7	31	8	5
25	26	4	11	32	19
30	33	11	17	28	31
25	31	18	8	5	23
16	20	5	19	25	28
12	33	13	8	16	4
26	25	27	32	10	7
15	18	30	26	25	14
14	2	32	11	7	12
20	31	22	10	26	1
15	2	30	17	22	7
27	1	14	5	13	11
31	26	13	8	29	15
17	27	11	28	14	1
13	32	16	20	6	28
15	32	7	2	26	29
27	23	6	13	2	14
32	22	17	28	11	20
25	27	4	29	30	11
27	30	20	1	7	14
8	25	16	23	13	14
10	4	5	8	11	3
27	24	21	7	25	28
14	32	26	9	18	17
8	7	24	5	25	27
5	27	24	23	3	32
23	14	4	5	12	6
17	18	24	3	2	25
20	5	10	15	3	7
20	2	8	19	10	32
16	33	32	9	5	2
3	15	17	7	32	14
11	10	7	8	17	26
3	32	17	26	33	28
31	28	30	20	12	10
24	25	13	3	6	7
24	23	26	2	17	8
13	4	17	24	27	15
1	30	12	13	31	23
20	29	19	21	28	15
9	2	33	21	31	5
28	13	16	6	31	21
17	8	28	29	21	26
25	31	18	24	30	19
11	32	33	16	9	28
6	5	3	30	18	2
6	28	4	17	2	21
28	20	32	21	5	3
12	6	1	20	19	32
8	9	33	5	14	21
4	30	6	15	8	12
30	6	15	16	17	33
32	20	7	3	8	24
13	12	31	11	27	5
27	9	25	32	19	33
16	28	19	7	11	26
17	2	1	18	4	19
11	9	33	12	14	15
27	3	19	6	8	11
21	23	14	12	2	30
32	12	2	22	19	27
17	22	31	33	16	19
13	18	29	20	1	16
24	16	12	4	22	25
26	23	30	12	29	7
23	31	22	12	26	15
24	28	20	9	30	25
1	2	29	26	30	14
18	30	31	7	17	19
28	1	18	14	3	26
7	17	10	2	6	33
19	1	4	12	11	27
18	30	16	5	26	12
5	2	4	24	28	3
10	21	24	3	33	22
26	19	21	33	27	18
7	2	3	25	1	10
12	10	31	22	30	18
6	3	5	26	33	17
29	23	19	10	25	22
17	9	16	13	18	11
12	20	23	32	18	4
25	12	17	28	20	4
1	33	32	22	10	7
16	10	9	24	1	22
19	7	14	13	8	6
28	13	4	1	23	30
31	33	7	30	1	27
21	29	14	12	30	32
7	26	11	3	20	17
22	23	1	5	18	3
30	32	4	28	8	7
15	31	25	12	14	5
5	6	28	8	2	30
11	24	32	23	5	10
22	1	31	2	28	9
26	5	9	27	17	11
